,polarity,user,text
39,0,itsanimesh,really don't feel like getting up today... but got to study to for tomorrows practical exam... 
40,0,lionslamb,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
41,0,kennypham,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!"
42,0,DdubsShellBell,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 
43,0,hpfangirl94,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.
44,0,antzpantz,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 
45,0,labrt2004,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?"
46,0,IrisJumbe,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it 
47,0,peacoats,is strangely sad about LiLo and SamRo breaking up. 
48,0,cyantist,@tea oh! i'm so sorry  i didn't think about that before retweeting.
49,0,tautao,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are 
50,0,voyage2k,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. "
51,0,crzy_cdn_bulas,our duck and chicken are taking wayyy too long to hatch 
52,0,justnetgirl,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. "
53,0,CiaraRenee,I need a hug 
54,0,deelau,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
55,0,Lindsey0920,@oanhLove I hate when that happens... 
56,0,HybridMink,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
57,0,gzacher,Ugh....92 degrees tomorrow 
58,0,Jenn_L,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.
59,0,xVivaLaJuicyx,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
60,0,krbleyle,just leaving the parking lot of work! 
61,0,xpika,The Life is cool. But not for Me. 
62,0,Henkuyinepu,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
63,0,ericg622,I had such a nice day. Too bad the rain comes in tomorrow at 5am 
64,0,adri_mane,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
65,0,a_mariepyt,Damm back to school tomorrow 
66,0,playboybacon,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?"
67,0,leslierosales,@katortiz  Not forever... See you soon!
68,0,PresidentSnow,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. "
69,0,michrod,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!
70,0,timmelko,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!
71,0,BrookeAmanda,i really hate how people diss my bands!  Trace is clearly NOT ugly!
72,0,deelau,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls."
73,0,paulseverio,Why won't you show my location?!   http://twitpic.com/2y2es
74,0,iv3tte,No picnic  my phone smells like citrus.
75,0,fedunska,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
76,0,MagicalMason,No new csi tonight.  FML
77,0,kaelaaa,i think my arms are sore from tennis 
78,0,emo_holic,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
79,0,thelazyboy,sleep soon... i just hate saying bye and see you tomorrow for the night. 
80,0,driveaway2008,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine "
81,0,mscha,missin' the boo 
82,0,mike_webster_au,@markhardy1974 Me too  #itm
83,0,basiabeans,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 
84,0,calihonda2001,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
85,0,djwayneski,@msdrama hey missed ya at the meeting  sup mama
86,0,Ceejison,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
87,0,ItsBrigittaYo,why is it always the fat ones?! 
88,0,MissLaura317,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
89,0,RU_it_girl,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
90,0,viviana09,wednesday my b-day! don't know what 2 do!! 
91,0,disneyfan4eva,Poor cameron (the hills) 
92,0,RoseMaryK,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache "
93,0,perrohunter,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"
94,0,Dogbook,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
95,0,natalieantipas,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
96,0,timdonnelly,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
97,0,homeworld,"@stark YOU don't follow me, either  and i work for you!"
98,0,willy_chaz,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.
99,0,LeakySpoon, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
100,0,cityrat59,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
101,0,kenandise,Behind on my classes for work 
102,0,annette414,watching &quot;House&quot; 
103,0,blackheartbunny,@kpreyes Remember my bum leg? Strikes back this time its serious 
104,0,GetGary,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
105,0,Dogbook,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014
106,0,SimoniNicole,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?
107,0,wireandroses,@Henkuyinepu it's overrated 
108,0,jess_higley,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times 
109,0,missannabanana,laying in bed with no voice.. 
110,0,Zella17,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy
111,0,polarna10,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.
112,0,megan_rice,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
113,0,ashleyirvin,@salancaster  hope your ok.
114,0,eyezup,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love
115,0,Jonas_Dreamgirl,@HibaNick yeah aw but i know i wudnt stand a chance 
116,0,BreannaBonana,ugh. cant sleep. its 1:30am. 
117,0,becklyn13,Hanging in Crooners. Wanna sing. Can't. Sucks. 
118,0,sonyolmos,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! 
119,0,JenBah,Is pissed off that there's no ASBA's for a radio station. 
120,0,viviana09,wednesday my b-day n don't know what 2 do!  
121,0,BustaBusta,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
122,0,MadameCrow,I am in pain. My back and sides hurt. Not to mention crying is made of fail. 
123,0,weefranniev,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
124,0,ikimmyy,@allyheman but.. but.. but.. I'm not a big fan on camilla belle 
125,0,yolie81,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
126,0,spacks,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done 
127,0,bgoers,I'm so cold 
128,0,MissPassion,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow 
129,0,aaronrothe,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff
130,0,ilikeoreos,Hoping the tummy rumbles go away soon 
131,0,wiccabuffy,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
132,0,HiKeri,almost bedtime 
133,0,bnr0201,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart
134,0,R_Boucher,Agh...snow!!! 
135,0,josiahmcdermott,i miss kenny powers 
136,0,VanessaSingline,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
137,0,varunkumar,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
138,0,JenniOnTheBlock,@JonathanRKnight I guess that's a no then. 
139,0,darkninja757,sadly is going to bed. 
140,0,mikecogh,@ozesteph1992 Shame to hear this Stephan 
141,0,KandiConnection,@mrsaintnick hey! i'm leavin in the morning... 
142,0,joechummer,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
143,0,kellireneez,laid around too much today... now my head hurts 
144,0,treehugger25,@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.
145,0,chatpataa,my nokia 1110 died..  
146,0,ThisStoutjunt,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! 
147,0,sew_cute,Going to sleep. Hoping tomorrow is a better day. 
148,0,Twokids1,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too
149,0,AKyarnie,@onemoreproject that is lame 
150,0,luimoral85,I don't understand... I really don't 
151,0,ceironous,HEROES just isn't doing it for me this season... 
152,0,brandonmcb,Living not downtown sure isn't much fun.  
153,0,mannyrique,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!
154,0,styletrain,Man Work is Hard 
155,0,kscud,"getting sick  time for some hot tea, studying, and then sleeeep"
156,0,kirstenj0y,Getting eyebrows waxed. More pain 
157,0,marculus,No phantasy star yesterday  going to work...
158,0,andrewofthediaz,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well 
159,0,dbmendel,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too 
160,0,erks,is alone downstairs...working 
161,0,ringleaderkanon,I feel bad for doing it 
162,0,babibabs,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
163,0,ace587,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far 
164,0,ktribb80,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
165,0,OliviaFox,Thanks for bursting my bubble 
166,0,IluvJoelMadden,Going to school soon... can't find anything to wear!! gosh it's so hard 
167,0,easyausguy,@marieclr I was serious  LOL
168,0,Hollywood_Trey,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history
169,0,EcoTravelTV,Crazy wind today = no birding  http://ff.im/1XTTi
170,0,AshaleaMay,currently at work.. 
171,0,AthenaA42,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. 
172,0,Missy__,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!
173,0,BrettFair,i don't see the big deal with this website 
174,0,mydwynter,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail
175,0,jhenkens,@ColinDeMar Far too out of the way for rail.  any other tips?
176,0,sarah_katie,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.
177,0,amanda5280,"Today I realized I am too good at hiding things, even I can't find it "
178,0,Shabbybebe,"Staying at a friends house...house sitting, neighbors are SO loud-having a party "
179,0,fatkat309,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!
180,0,blackheartbunny,Check out my mug  http://www.erika-obscura.blogspot.com
181,0,szrhnds602,Borders closed at 10 
182,0,schammy,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days 
183,0,mariotani,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! 
184,0,Jaderade14,is watching the hill . . .and its making me sad 
185,0,LeeseEllen,So many channels.... yet so so boring... lazy day again  may have to find a hobby
186,0,FNFKayCee,@supersport I miss my buddy  ill be in NY on the 25th
187,0,CaddyStage,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people
188,0,ha_nobita,Opps.. As I said.. I still got one day remain and now problem come 
189,0,tchviolin,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
190,0,DreamActivist23,@HillyDoP  oH NO
191,0,msbutt3rfly14,spencer is not a good guy. 
192,0,Karmatical,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
193,0,Jana1976,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she锟絪 not well "
194,0,AmyJade,didn't get shit done today ~ i'm so screwed 
195,0,tantrixie,wanttss to go out 
196,0,supersharayah,Is not going to sleep tonite. 
197,0,bluepaintred,too worried and tired to post tonight 
198,0,AmyJade,couldn't get shit done today ~ i'm so screwed 
199,0,bovinemammal,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep "
200,0,jessejoseph,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*("
201,0,lennytoups,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now
202,0,paulverhoeven,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. "
203,0,Britty88,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! 
204,0,stephaniekmusic,i hate to see the spartans so sad 
205,0,Jemimus,My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot 
206,0,Sweetpineapple,"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!"
207,0,Artiel87,@mandayyy 
208,0,treehugger25,@twista202 I think I want to read some books but the library doesn't have them 
209,0,Mirlina,My nap was interrupted so many times today  Going out for Japanese with the 'rents again...
210,0,g_rose86,Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh. 
211,0,omgseriouslywtf,@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.
212,0,DjGundam,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
213,0,stacyc37,sad that the 'feet' of my macbook just fell off 
214,0,Alp0,I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad 
215,0,TheDCD,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  "
216,0,DrewKatavich,"Has now gotten somebody to read his tweets, but cant get them to make an account. "
217,0,tinyvamp,@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:
218,0,MTLarson1224,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me 
219,0,vcf2,@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha
220,0,thinkingmama,@breadandbadger Congrats!!  i totally forgot to submit photos 
221,0,Cherye101,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx"
222,0,nataleyritter,@imaginarypeach now your leaving me  .... -gets sad-
223,0,ciairuhh,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
224,0,sarahdesjardins,SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED 
225,0,larsgunnarf,Tuesday锟絣l start with reflection 锟絥 then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers 
226,0,Lvonhusen,What tragedy and disaster in the news this week 
227,0,TimelessAKA,yes yes still trying to find a picture that will upload correclty.. 
228,0,jinnah,Why oh why was the Red Sox game rained out? I was so looking forward to opening day 
229,0,edsed,I still can't find my keys. 
230,0,admdrw,@charlietm I know right. I dunno what is going on with twitter. 
231,0,Loreinski,might be getting a sore throat again 
232,0,OhShayLaVie,@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!
233,0,dossy,@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.  
234,0,bigwillthechamp,@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd 
235,0,MalloryLe,is in the bathroom... wake up lakin. 
236,0,courtosullivan,@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3
237,0,Augustina22CA,"im lonely  keep me company! 22 female, california"
238,0,sdcoyle,bad day at the betfair office 
239,0,omgitsjo,I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!
240,0,catrienmaxwell,I'm really cold. I don't want to go to sleep yet but there's nothing to do 
241,0,nicci718,@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round! 
242,0,meganminesinger,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken
243,0,nicole___,@miss_om Aww  I know I felt like that yesterday at work 
244,0,JBarrick,@SarahReedSC treaty isn't defined 
245,0,gregcronin,missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;
246,0,Lisaherrity,@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx
247,0,princessseli,Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts
248,0,Artiel87,@mandayyy   
249,0,jasminpatry,New video card is DOA. 
250,0,saraguilford12,"feeling lost, naked and confused (JK, sort of).....no iphone for me. "
251,0,realin,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work "
252,0,gregcronin,missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;
253,0,Steponme2418,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah
254,0,benboarder,has lost his ring. It's no-where to be seen 
255,0,SupernovaGirl,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY."
256,0,latoyanlegania,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick 
257,0,taspence,Is fucked to go back to IC 
258,0,lizzzzlemon,@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. 
259,0,russbaker,@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can
260,0,hypnoticzexy,@kissability Me too I is poor 
261,0,debbieseraphina,help me forget 8th april &amp; 13th july! 
262,0,tshamysboo,"dierks bentley is comin' to columbus, OH!! i wanna go so bad "
263,0,husqvarna,i have to take my sidekick back. 
264,0,VirtueIMC,@chriscantore congrats! I'm totally jealous! only wish my XM was working 
265,0,godzgurl,gr8t my face is very itchy 
266,0,dancingmanikin,poor socks  luvvvvv the golden retriever!! I want one sighhhh
267,0,iggyp,I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible 
268,0,sarochka,Aaaaand the nausea is back. 
269,0,flowerlilly,@DonnieWahlberg ooh I锟絤 excited and not even going 2 be there  long love YOUTUBE!
270,0,themangoman,spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..
271,0,marybacchus,@mathewsmichael  i agree... the jobros dont update theres very often 
272,0,bliumchik,@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link 
273,0,finnsig,@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )
274,0,iCalvin,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
275,0,sammysokol,@bostongarden I miss bentley 
276,0,JWard86,seriously needs to finish these job applications 
277,0,dgvirtual,"My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids"
278,0,ForzaRagazza,Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. 
279,0,jasminedesiree,@huntermoore I don't want him to ever punch me.  
280,0,kortt,sooo sick of the snow  ughh
281,0,__Susan__,@ITS_NEMESIS ------- 
282,0,aoski,@LoveMeagan it doesn't work your fan is upset 
283,0,wcarss,I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern. 
284,0,drtaru,@zaydia but i cant figure out how to get there / back / pay for a hotel etc 
285,0,mumu1210,"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN "
286,0,nyracat,feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.
287,0,Stereo_Skyline,@ThaStevieG but what I really want is my old bass back 
288,0,veelishus,Mad tired today... Callin it in early tonight  nighty night twittas
289,0,usagiko,"@LevenRambin: Take it easy, and be good to you. "
290,0,weisenly,I'm afraid I had bad code. 
291,0,ChrisJNewman,Think I'm going to bed. Goodniight. I hate this 
292,0,stefanip,"@riancurtis  i'm here, friend, and i love you."
293,0,luannem,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??
294,0,krissivee,@aaronrva is in the bathroom and i have to pee!    
295,0,Angela004,@ashleyskyy but I wanted a margarita too! 
296,0,Nrose09,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!
297,0,jennhelvering,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good 
298,0,FeedMeTrance,"has 0g of milky bar left, and around 200ml of coke "
299,0,BATMANNN,@jokerrrr It stillllll hasn't arrived 
300,0,MorganWillis,"Mraow, I feel like dancing, but first art school wants to rape me some more. "
301,0,AUSTINMONIQUE,@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time 
302,0,Arneenxx,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back 
303,0,elamparuthi,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.
304,0,Ps8612,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/"
305,0,ARExistence,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!"
306,0,dEnNy_333,Just watched tropic thunder. Dreading tomorrow 
307,0,Tuhtsqueen,@qweendassah no...he's still miss'n... 
308,0,karlcswanson,ChiefDelphi is down 
309,0,sarawang,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)"
310,0,voguea,playing game at home! my new boss didn't call me yet... 
311,0,SPYSG,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t
312,0,colorful_kelsey,Poor Joshy is sick???   those damn tejanos!
313,0,hotrodlopez,My thoughts are with Sandra Cantu's family at this difficult and sad time 
314,0,wandafay,"@FranzGlaus I know, just wanted to let everybody know what was happening  "
315,0,TiM_Cunningham,Michigan who?  I don't know them.                   *sigh*   Shameful!
316,0,cday88,i have to fill two hours 
317,0,lisha_e,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday "
318,0,Tanja71,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office 
319,0,dreaaa,throat is closing up and i had some string cheese. not a good idea 
320,0,jenners101,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family."
321,0,Fudgey84,wishing i was home underneath my covers 
322,0,tilleywilly,walking home from school drains all my energy 
323,0,otherbella,"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!"
324,0,JamieMphoto,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?
325,0,ylajennytambien,I wish I was better at writing. It's taking me so long to write this paper. 
326,0,abean2007,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... 
327,0,IncomeDiscovery,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project."
328,0,MissPassion,@thecoolestout Ha the sun's already gone 
329,0,sprtsgrl04,day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. 
330,0,RedTheTrucker,My man crush Jake Peavy let me down  #gayforpeavy
331,0,larabehnert,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail "
332,0,summerseelye,michigan state you make me sad 
333,0,chimshar,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.
334,0,algaebiofuels,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs
